#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),PHP Version,Affected Flow version,Description
31289,Symfony.Component.Yaml,Bug,"",Resolved,Should have,Yaml component is outdated,Karsten Dambekalns,Karsten Dambekalns,2014-07-17 06:07,"","",2011-10-25,"","",100,2011-10-25 12:35,"","",333750,"","",FLOW3 1.0.0,As discovered through #31212 our yaml component seems outdated. The current repository is at https://github.com/symfony/yaml
